Gene ID,Localization,Product Description,Category,CtermTryptag,NtermTryptag
Tb927.10.14190,nucleus - chromatin,"hypothetical protein, conserved",ZUnknown,nucleus - chromatin,"cytoplasm[reticulated],cytoplasm[strong,<10%],flagellar cytoplasm[strong,<10%],nuclear lumen[strong,<10%]"
Tb927.11.11140,Unknown,hypothetical protein,ZUnknown,Unknown,"cortical cytoskeleton[anterior,25%],cytoplasm"
Tb927.2.3020,flagellum 1,Component of motile flagella 76,ZUnknown,flagellum 1,"axoneme,cytoplasm[points,weak]"
Tb927.3.4580,nucleus,"hypothetical protein, conserved",ZUnknown,nucleus,0
Tb927.4.4550,Unknown,Purine-Responsive Element Binding Protein 1,ZUnknown,Unknown,"endocytic,cytoplasm"
Tb927.9.4420,Unknown,Beat-regulation protein,ZUnknown,Unknown,axoneme[distal]
Tb927.10.2860,microtubule structures 1,POC1 centriolar protein homolog,Cytoskeleton,microtubule structures 1,"basal body,pro-basal body"
Tb927.11.15450,Unknown,Basal body protein,Cytoskeleton,Unknown,Unknown
Tb927.11.12830,Unknown,"acyl-CoA binding protein, putative",Lipids,Unknown,"cytoplasm,flagellar cytoplasm,nuclear lumen"
Tb927.11.580,ribonucleoproteins 1,"lipid-like atypical dual specificity phosphatase, putative",Lipids,ribonucleoproteins 1,0
Tb927.7.5600,secretory/endocytic 3,"leucine-rich repeat protein (LRRP), putative",LRRP,secretory/endocytic 3,"cytoplasm,nucleoplasm"
Tb927.1.1610,Unknown,"hypothetical protein, conserved",Mito.pathway,Unknown,0
Tb927.10.11160,Unknown,"NFU2 iron-sulfur cluster scaffold homolog, mitochondrial",Mito.pathway,Unknown,Unknown
Tb927.9.13520,cytosol,Importin 1,Nuclear.transport,cytosol,0
Tb927.8.3550,cytosol,"mitogen-activated protein kinase 3, putative",Protein.kinase,cytosol,"cytoplasm,flagellar cytoplasm"
Tb927.8.5730,Unknown,"STE20-like serine/threonine-protein kinase 1, putative",Protein.kinase,Unknown,"cytoplasm[points],flagellar pocket[25%]"
Tb927.8.5950,Unknown,"mitogen-activated protein kinase kinase 4, putative",Protein.kinase,Unknown,"nucleus,endocytic"
Tb927.1.750,Unknown,Metal-binding domain-containing protein,ZUnknown,Unknown,"paraflagellar rod,paraflagellar rod[distal,strong]"
Tb927.11.3910,flagellum 1,cAMP response protein 8,ZUnknown,flagellum 1,"axoneme,cytoplasm[weak]"
Tb927.11.6070,flagellum 1,"hypothetical protein, conserved",ZUnknown,flagellum 1,cytoplasm[reticulated]
Tb927.11.6420,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,nucleus[75%]
Tb927.11.9940,microtubule structures 2,"hypothetical protein, conserved",ZUnknown,microtubule structures 2,0
Tb927.2.2360,Unknown,"Ankyrin repeats (3 copies)/Zinc finger, C3HC4 type (RING finger), putative",ZUnknown,Unknown,"endocytic,cell tip[anterior]"
Tb927.2.2530,microtubule structures 1,"hypothetical protein, conserved",ZUnknown,microtubule structures 1,"basal body,pro-basal body"
Tb927.6.1720,flagellum 1,"hypothetical protein, conserved",ZUnknown,flagellum 1,"axoneme,cytoplasm,endocytic"
Tb927.6.630,nucleus,"hypothetical protein, conserved",ZUnknown,nucleus,nucleolus
Tb927.7.5290,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.8.1140,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.8.5240,secretory/endocytic 1,"Domain of Unknown function DUF221, putative",ZUnknown,secretory/endocytic 1,0
Tb927.8.940,Unknown,Flagella connector protein 1,ZUnknown,Unknown,cytoplasm[points]
Tb927.8.960,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.9.13970,nucleus,NUFIP body protein 2,ZUnknown,nucleus,nucleoplasm[points]
Tb927.11.16050,Unknown,"CS domain/TPR repeat, putative",Chaperone,Unknown,cytoplasm[reticulated]
Tb927.10.7990,nucleus - chromatin,"replication factor C subunit 3, putative",DNA,nucleus - chromatin,nucleus[points]
Tb927.6.1140,endoplasmic reticulum,"dolichyl-P-Man:GDP-Man5GlcNAc2-PP-dolichyl alpha-1,2-mannosyltransferase, putative",Glycans,endoplasmic reticulum,0
Tb927.7.7470,Unknown,procyclic-enriched flagellar receptor adenylate cyclase 3,GRESAG,Unknown,Unknown
Tb927.10.5110,mitochondrion - matrix 2,KREPA4,Mito.RNA,mitochondrion - matrix 2,0
Tb927.4.5200,microtubule structures 2,Nucleoporin NUP62,Nuclear.transport,microtubule structures 2,nuclear pore
Tb927.10.880,nucleus - chromatin,thymidine kinase,Nucleotides,nucleus - chromatin,nucleoplasm[75%]
Tb927.9.5170,Unknown,"phosphomevalonate kinase protein, putative",Prenylation,Unknown,Unknown
Tb927.4.5180,Unknown,tousled-like kinase I,Protein.kinase,Unknown,cytoplasm[weak]
Tb927.8.2850,mitochondrion - matrix 1,Poly(A)-specific ribonuclease PARN-1,RNA.degradation,mitochondrion - matrix 1,"cytoplasm[weak,reticulated],endocytic"
Tb927.7.6380,Unknown,"ssm4 protein, putative",RNA.processing,Unknown,Unknown
Tb927.4.2630,nucleus,"ATP-dependent DEAD/H RNA helicase, putative",rRNA.tRNA.process,nucleus,0
Tb927.10.9900,mitochondrion - IM,"ABC1 protein, putative",Transporter,mitochondrion - IM,cytoplasm[reticulated]
Tb927.4.3190,endoplasmic reticulum,"ubiquitin-conjugating enzyme E2, putative",Ubiquitin.proteasome,endoplasmic reticulum,"endoplasmic reticulum,nuclear envelope"
Tb927.10.11150,nucleus,"hypothetical protein, conserved",ZUnknown,nucleus,nucleolus
Tb927.11.2510,nucleus,"NUC173 domain containing protein, putative",ZUnknown,nucleus,0
Tb927.11.9690,Unknown,Spindle pole body protein 1,ZUnknown,Unknown,"basal body,cytoplasm[reticulated,weak]"
Tb927.3.4660,cytosol,"WD domain, G-beta repeat, putative",ZUnknown,cytosol,cytoplasm[points]
Tb927.4.4060,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,"basal body[region],cytoplasm[weak]"
Tb927.7.5310,nucleus - chromatin,"YEATS family, putative",ZUnknown,nucleus - chromatin,0
Tb927.8.2820,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,"cell tip[posterior],flagellar pocket[ring,points]"
Tb927.9.13240,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,hook complex[region]
Tb927.9.7690,ribonucleoproteins 1,SUMO-interacting motif-containing protein,ZUnknown,ribonucleoproteins 1,cytoplasm
Tb927.11.4780,Unknown,"pyruvate dehydrogenase (lipoamide) kinase, putative",Citric.acid.cycle,Unknown,cytoplasm[reticulated]
Tb927.3.4560,cytosol,"5'-AMP-activated protein kinase catalytic subunit alpha, putative",Protein.kinase,cytosol,cytoplasm[points]
Tb927.11.15430,nucleus,"U5 small nuclear ribonucleoprotein component, putative",RNA.processing,nucleus,nucleoplasm
Tb927.6.4120,Unknown,"GTPase activating protein, putative",Signalling,Unknown,0
Tb927.10.7800,Unknown,"cop9 signalosome complex subunit, putative",Vesicular.transport,Unknown,"cytoplasm[weak,reticulated]"
Tb11.v5.0189,Unknown,"condensin complex subunit 2, putative",ZUnknown,Unknown,Unknown
Tb927.10.1730,mitochondrion - matrix 2,RNA-editing substrate binding complex protein RESC17,ZUnknown,mitochondrion - matrix 2,0
Tb927.10.7670,Unknown,"Protein of Unknown function (DUF2962), putative",ZUnknown,Unknown,"nucleolus[strong],nucleoplasm,cytoplasm"
Tb927.11.10840,nucleus,"hypothetical protein, conserved",ZUnknown,nucleus,"nucleolus[strong],nucleoplasm"
Tb927.5.4060,secretory/endocytic 1,"Nicastrin, putative",ZUnknown,secretory/endocytic 1,0
Tb927.5.840,nucleus,Nucleolar protein 111,ZUnknown,nucleus,nucleolus
Tb927.7.1220,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,0
Tb927.7.5090,nucleus,"condensin complex subunit 2, putative",ZUnknown,nucleus,"nucleoplasm,cytoplasm[points]"
Tb927.8.2620,flagellum 1,SUMO-interacting motif-containing protein,ZUnknown,flagellum 1,"cytoplasm,flagellar cytoplasm,nuclear lumen"
Tb927.8.610,microtubule structures 1,"hypothetical protein, conserved",ZUnknown,microtubule structures 1,"transition zone[75%],cytoplasm[weak]"
Tb927.8.6520,mitochondrion - IM,"hypothetical protein, conserved",ZUnknown,mitochondrion - IM,mitochondrion
Tb927.9.13320,nucleus - chromatin,"hypothetical protein, conserved",ZUnknown,nucleus - chromatin,"nucleoplasm[points,75%],cytoplasm[25%],flagellar cytoplasm[25%],nuclear lumen[25%]"
Tb927.5.2880,Unknown,"chaperone protein DnaJ, putative",Chaperone,Unknown,nucleus[points]
Tb927.1.1050,endoplasmic reticulum,Metallo-dependent phosphatase-like domain-containing protein,Enzyme,endoplasmic reticulum,0
Tb927.11.13220,endoplasmic reticulum,phospholipid:diacylglycerol acyltransferase-like protein,Lipids,endoplasmic reticulum,0
Tb927.1.5030,Unknown,Flagellum attachment zone protein 37,LRRP,Unknown,"flagellum attachment zone[cell cycle dependent],cytoplasm[reticulated]"
Tb927.11.16860,mitochondrion - matrix 2,RNA-editing substrate binding complex protein RESC3,Mito.RNA,mitochondrion - matrix 2,"cytoplasm[reticulated,points]"
Tb927.4.1500,mitochondrion - matrix 2,RNA editing associated helicase 2,Mito.RNA,mitochondrion - matrix 2,"cytoplasm,flagellar cytoplasm,nuclear lumen"
Tb927.6.5140,Unknown,"ribosomal P protein AGP2beta-1, putative",Ribosome,Unknown,Unknown
Tb927.11.2640,nucleus,Nucleolar protein 53,Signalling,nucleus,"nucleolus[strong],nucleoplasm"
Tb927.10.2960,Unknown,"Translation factor GUF1, mitochondrial, putative",Translation,Unknown,Unknown
Tb11.v5.0701,Unknown,"ubiquitin carboxyl-terminal hydrolase, putative",Ubiquitin.proteasome,Unknown,Unknown
Tb927.10.2210,Unknown,"Peptidase C19, ubiquitin carboxyl-terminal hydrolase, putative",Ubiquitin.proteasome,Unknown,Unknown
Tb927.11.12240,secretory/endocytic 3,"cysteine peptidase, Clan CA, family C19, putative",Ubiquitin.proteasome,secretory/endocytic 3,"cytoplasm[reticulated,points]"
Tb927.8.5970,Unknown,"Cullin 5, putative",Ubiquitin.proteasome,Unknown,cytoplasm[reticulated]
Tb11.v5.0237,nucleus,"hypothetical protein, conserved",ZUnknown,nucleus,0
Tb11.v5.0536,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.10.3290,mitochondrion - IM,"hypothetical protein, conserved",ZUnknown,mitochondrion - IM,"cytoplasm[weak,reticulated]"
Tb927.10.5200,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.3950,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,nucleolus
Tb927.4.2770,endoplasmic reticulum,"hypothetical protein, conserved",ZUnknown,endoplasmic reticulum,endocytic
Tb927.9.9720,endoplasmic reticulum,"glucosidase II beta subunit-like protein, putative",ZUnknown,endoplasmic reticulum,"cytoplasm[reticulated,weak]"
Tb927.9.14180,endoplasmic reticulum,"chaperone protein DnaJ, putative",Chaperone,endoplasmic reticulum,"cytoplasm[points,reticulated]"
Tb927.11.11720,secretory/endocytic 1,"FG-GAP repeat protein, putative",Cytoskeleton,secretory/endocytic 1,0
Tb927.9.9580,Unknown,"tubulin tyrosine ligase protein, putative",Cytoskeleton,Unknown,"nucleolus[strong],nucleoplasm,cytoplasm,axoneme"
Tb11.v5.0784,Unknown,"receptor-type adenylate cyclase GRESAG 4, putative",ESAG,Unknown,Unknown
Tb927.11.1480,Unknown,"receptor-type adenylate cyclase GRESAG 4, putative",GRESAG,Unknown,Unknown
Tb927.2.5930,mitochondrion - IM,"hypothetical protein, conserved",Mito.pathway,mitochondrion - IM,cytoplasm[reticulated]
Tb927.8.6560,Unknown,Mitoribosomal LSU assembly factor 6,Mito.pathway,Unknown,0
Tb927.3.2820,endoplasmic reticulum,"TFIIF-stimulated CTD phosphatase, putative",Protein.phosphatase,endoplasmic reticulum,"endoplasmic reticulum,nuclear envelope"
Tb927.7.3750,mitochondrion - matrix 2,"TFIIF-stimulated CTD phosphatase, putative",Protein.phosphatase,mitochondrion - matrix 2,"cytoplasm[75%],flagellar cytoplasm[75%],nuclear lumen[75%]"
Tb927.5.3520,Unknown,"queuine tRNA-ribosyltransferase, putative",rRNA.tRNA.process,Unknown,Unknown
Tb927.11.13060,ribonucleoproteins 1,"translation-associated element 2, putative",Translation,ribonucleoproteins 1,cytoplasm
Tb927.1.2820,Unknown,"pteridine transporter, putative",Transporter,Unknown,Unknown
Tb927.1.2850,Unknown,"pteridine transporter, putative",Transporter,Unknown,Unknown
Tb927.1.2880,Unknown,"pteridine transporter, putative",Transporter,Unknown,Unknown
Tb927.10.13740,endoplasmic reticulum,flagellum attachment zone protein 35,Vesicular.transport,endoplasmic reticulum,0
Tb927.7.450,Unknown,"Golgi complex component 7 (COG7), putative",Vesicular.transport,Unknown,Unknown
Tb11.v5.0665,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.10.10630,flagellum 1,"hypothetical protein, conserved",ZUnknown,flagellum 1,0
Tb927.10.820,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,"paraflagellar rod,cytoplasm"
Tb927.3.1170,cytosol,"TAP42-like family, putative",ZUnknown,cytosol,"cytoplasm,flagellar cytoplasm"
Tb927.3.760,nucleus,"hypothetical protein, conserved",ZUnknown,nucleus,nucleoplasm[75%]
Tb927.4.970,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,"cytoplasm[points],cytoplasm"
Tb927.5.1170,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.5.3140,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.9.12990,flagellum 1,"hypothetical protein, conserved",ZUnknown,flagellum 1,"axoneme,cytoplasm[weak]"
Tb927.6.2150,nucleus,"cell division cycle protein 16 homolog, putative",Cell.cycle,nucleus,"cytoplasm[weak],cell tip[posterior]"
Tb927.5.300b,Unknown,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein, putative",Citric.acid.cycle,Unknown,Unknown
Tb927.1.1540,Unknown,"Tubulin/FtsZ family, putative",Cytoskeleton,Unknown,Unknown
Tb927.8.590,glycosomes,"carnitine O-palmitoyltransferase, putative",Lipids,glycosomes,glycosome
Tb11.v5.0215,nucleus,"iron/ascorbate oxidoreductase family protein, putative",Mito.pathway,nucleus,0
Tb927.4.1760,mitochondrion - IM,Cardiolipin-dependent protein 17kDa,Mito.pathway,mitochondrion - IM,"endocytic,cytoplasm"
Tb927.8.6250,microtubule structures 2,Nucleoporin NUP76,Nuclear.transport,microtubule structures 2,"nuclear pore,cytoplasm[weak]"
Tb927.5.300,Unknown,"thymine-7-hydroxylase, putative",Nucleotides,Unknown,Unknown
Tb927.9.9000,Unknown,isopentenyl-diphosphate delta-isomerase (type II),Prenylation,Unknown,glycosome
Tb927.6.3310,flagellum 1,"cysteine peptidase, Clan CA, family C2, putative, calpain-like cysteine peptidase, putative",Protease,flagellum 1,"axoneme[75%],cytoplasm[75%,weak]"
Tb927.10.2040,Unknown,"STE group serine/threonine-protein kinase, putative",Protein.kinase,Unknown,0
Tb927.10.13540,ribonucleoproteins 1,"RNA-binding protein, putative",RNA.binding,ribonucleoproteins 1,0
Tb927.10.5640,Unknown,"Gem-associated protein 2, putative",RNA.processing,Unknown,"nucleoplasm[<10%],endocytic"
Tb927.11.420,nucleus,"Fcf2 pre-rRNA processing, putative",rRNA.tRNA.process,nucleus,nucleolus
Tb927.11.7475,Unknown,"AN1-like Zinc finger containing protein, putative",Zinc.finger,Unknown,"cytoplasm,flagellar cytoplasm,nuclear lumen"
Tb927.10.13790,ribonucleoproteins 1,"hypothetical protein, conserved",ZUnknown,ribonucleoproteins 1,0
Tb927.10.7350,flagellum 1,"hypothetical protein, conserved",ZUnknown,flagellum 1,"axoneme,cytoplasm[weak]"
Tb927.2.2990,Unknown,"DNA-directed RNA polymerase III subunit RPC3, putative",ZUnknown,Unknown,0
Tb927.3.1560,nucleus - chromatin,TRF-Interacting Factor 2,ZUnknown,nucleus - chromatin,"nucleus[25%,points],cytoplasm[75%],flagellar cytoplasm[75%],nuclear lumen[75%]"
Tb927.4.3800,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,"cytoplasm[reticulated,weak],endocytic"
Tb927.7.3870,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,"cytoplasm[weak,reticulated]"
Tb927.9.10490,cytosol,Component of motile flagella 56,ZUnknown,cytosol,cytoplasm
Tb927.9.9270,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb11.v5.0241,Unknown,"dynein heavy chain, putative",Cytoskeleton,Unknown,Unknown
Tb11.v5.0242,Unknown,"dynein heavy chain, putative",Cytoskeleton,Unknown,Unknown
Tb927.10.5350,flagellum 1,"dynein heavy chain, putative",Cytoskeleton,flagellum 1,"axoneme,cytoplasm[reticulated,weak]"
Tb927.5.4310,Unknown,"GTP-binding protein, putative",Enzyme,Unknown,cytoplasm
Tb927.10.13820,mitochondrion - matrix 1,"Domain of Unknown function (DUF4379), putative, Mitochondrial SSU ribosomal protein, putative",Mito.translation,mitochondrion - matrix 1,cytoplasm[reticulated]
Tb927.10.1540,ribonucleoproteins 1,"zinc finger protein family member, putative",RNA.binding,ribonucleoproteins 1,cytoplasm[points]
Tb927.5.2290,nucleus,"U5 small nuclear ribonucleoprotein 200 kDa helicase, putative",RNA.processing,nucleus,"nucleoplasm,cytoplasm[weak]"
Tb927.3.5640,Unknown,"nuclear transcription factor, putative",RNA.synthesis,Unknown,cytoplasm
Tb927.3.2470,nucleus,Pumilio homology domain family member 8,rRNA.tRNA.process,nucleus,0
Tb927.10.11610,Unknown,SKP1-like protein,Ubiquitin.proteasome,Unknown,"endocytic,cytoplasm[points]"
Tb927.11.5170,nucleus,"ubiquitin activating enzyme, putative",Ubiquitin.proteasome,nucleus,"nucleus[points],cytoplasm[weak]"
Tb05.5K5.50,flagellum 1,"hypothetical protein, conserved",ZUnknown,flagellum 1,0
Tb927.10.6730,Unknown,"Plasma-membrane choline transporter, putative",ZUnknown,Unknown,Unknown
Tb927.10.7760,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.11.16230,nucleus,Rna14-like protein,ZUnknown,nucleus,nucleoplasm
Tb927.5.4400,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.8.5400,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,basal body
Tb927.9.3130,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,"paraflagellar rod,cytoplasm"
Tb927.9.7710,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,0
Tb927.11.8700,Unknown,"hypothetical protein, conserved",DNA,Unknown,0
Tb11.v5.0254,Unknown,"pantothenate kinase subunit, putative",Enzyme,Unknown,Unknown
Tb927.11.7290,endoplasmic reticulum,"pantothenate kinase subunit, putative",Enzyme,endoplasmic reticulum,endoplasmic reticulum
Tb927.10.9760,mitochondrion - IM,alternative oxidase,Glucose.glycerol,mitochondrion - IM,0
Tb927.10.2550,Unknown,malate dehydrogenase-related,Mito.e.transport,Unknown,cytoplasm[points]
Tb927.1.3030,mitochondrion - matrix 2,KREL2,Mito.RNA,mitochondrion - matrix 2,0
Tb11.v5.0175,Unknown,"oligopeptidase B protein, putative",Protease,Unknown,0
Tb927.11.14950,Unknown,zinc finger protein 2,RNA.binding,Unknown,cytoplasm[points]
Tb927.11.10420,Unknown,"DNA-directed RNA polymerase I subunit, putative",RNA.synthesis,Unknown,"nucleoplasm[points],nucleolus[points,peripheral]"
Tb927.7.4940,Unknown,"serine peptidase, clan SC, family S9A-like protein, oligopeptidase B protein, putative",Vesicular.transport,Unknown,Unknown
Tb927.11.10410,Unknown,"Cornichon protein, putative",ZUnknown,Unknown,"nuclear envelope,endoplasmic reticulum"
Tb927.11.11050,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,"mitochondrion,kinetoplast[region,point,25%,strong]"
Tb927.11.4630,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,0
Tb927.4.1970,secretory/endocytic 1,"Domain of Unknown function DUF21, putative",ZUnknown,secretory/endocytic 1,endoplasmic reticulum
Tb927.4.4340,cytosol,"Domain of Unknown function (DUF4498), putative",ZUnknown,cytosol,"cytoplasm,flagellar cytoplasm"
Tb927.8.5650,nucleus,"hypothetical protein, conserved",ZUnknown,nucleus,nucleoplasm
Tb927.9.15070,ribonucleoproteins 1,"hypothetical protein, conserved",ZUnknown,ribonucleoproteins 1,0
Tb927.10.15290,Unknown,"tubulin binding cofactor c, putative",Cytoskeleton,Unknown,0
Tb927.4.2140,flagellum 1,Component of motile flagella 8,Cytoskeleton,flagellum 1,"axoneme,cytoplasm[points]"
Tb927.11.7390,mitochondrion - IM,"NADH-ubiquinone oxidoreductase complex I, 21 kDa subunit, putative",Enzyme,mitochondrion - IM,mitochondrion
Tb927.6.1580,microtubule structures 2,"polynucleotide kinase 3'-phosphatase, putative",Enzyme,microtubule structures 2,"nucleoplasm[50%],nucleolus[strong,50%]"
Tb927.10.340,Unknown,"mitochondrial structure specific endonuclease I (SSE-1), putative",Mito.DNA,Unknown,cytoplasm[reticulated]
Tb927.6.2380,Unknown,"hypothetical protein, conserved",Mito.pathway,Unknown,Unknown
Tb927.11.3850,glycosomes,"AMP deaminase, putative",Nucleotides,glycosomes,0
Tb927.9.4940,secretory/endocytic 1,"presenilin-like aspartic peptidase, clan AD, family A22A, putative, presenilin-like aspartic peptidase, putative",Protease,secretory/endocytic 1,endocytic
Tb11.v5.0628,Unknown,"tubulin binding cofactor c, putative",ZUnknown,Unknown,Unknown
Tb11.v5.0895,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.1.3910,nucleus,Anaphase-promoting complex subunit CDC23,ZUnknown,nucleus,"cell tip[posterior,25%]"
Tb927.10.12630,secretory/endocytic 3,Flagellum attachment zone protein 34,ZUnknown,secretory/endocytic 3,"flagellum attachment zone,cell tip[distal]"
Tb927.10.12860,cytosol,"pre-RNA processing PIH1/Nop17, putative",ZUnknown,cytosol,0
Tb927.10.15360,nucleus,"hypothetical protein, conserved",ZUnknown,nucleus,0
Tb927.11.6670,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,0
Tb927.7.530,Unknown,"FYVE zinc finger, putative",ZUnknown,Unknown,"endocytic,cytoplasm[weak]"
Tb927.8.4270,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,0
Tb927.9.12340,Unknown,EF-hand domain-containing protein,ZUnknown,Unknown,0
Tb927.10.2750,Unknown,deoxyhypusine synthase,Amino.acids,Unknown,Unknown
Tb927.2.1810,nucleus - chromatin,chromatin-remodeling complex atpase chain iswi,Chromatin,nucleus - chromatin,0
Tb927.5.2900,Unknown,histone deacetylase 4,Chromatin,Unknown,0
Tb927.6.2880,Unknown,"kinetoplastid-specific kinesin, group 2",Cytoskeleton,Unknown,"basal body[region],cytoplasm[weak]"
Tb927.10.7620,mitochondrion - IM,"mitochondrial ATP-dependent zinc metallopeptidase, putative",Mito.pathway,mitochondrion - IM,"endocytic,cytoplasm[reticulated,weak]"
Tb927.4.2880,microtubule structures 2,Nucleoporin NUP225,Nuclear.transport,microtubule structures 2,nuclear pore
Tb09.v4.0106,Unknown,"nucleoside transporter 1, putative, chrIX additional, unordered contigs",Nucleotides,Unknown,Unknown
Tb927.11.15750,flagellum 1,"AMP deaminase, putative",Nucleotides,flagellum 1,0
Tb927.9.15980,Unknown,"nucleoside transporter 1, putative",Nucleotides,Unknown,Unknown
Tb927.1.1120,Unknown,"ribosomal RNA-processing protein 8, putative",rRNA.tRNA.process,Unknown,"nucleolus[strong],nucleoplasm"
Tb11.02.5090,Unknown,trimethylguanosine synthase,ZUnknown,Unknown,Unknown
Tb927.10.9020,Unknown,"Gcd10p family, putative",ZUnknown,Unknown,Unknown
Tb927.11.15210,endoplasmic reticulum,"TLR4 regulator and MIR-interacting MSAP, putative",ZUnknown,endoplasmic reticulum,0
Tb927.11.1940,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,"endocytic,cytoplasm[weak]"
Tb927.11.4280,microtubule structures 2,Cytoskeleton-associated protein 156 kDa,ZUnknown,microtubule structures 2,"cell tip[posterior],cortical cytoskeleton[points,posterior]"
Tb927.11.810,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,0
Tb927.6.1290,cytosol,"hypothetical protein, conserved",ZUnknown,cytosol,"cytoplasm[points],cytoplasm,flagellar cytoplasm,nuclear lumen"
Tb927.8.6860,Unknown,"High-temperature-induced dauer-formation protein, putative",ZUnknown,Unknown,Unknown
Tb927.4.5110,microtubule structures 2,kinetoplastid kinetochore protein 8,Cell.cycle,microtubule structures 2,kinetochore
Tb927.11.6400,microtubule structures 2,"kinesin, putative",Cytoskeleton,microtubule structures 2,"cytoplasm[<10%],cytoplasm[points],cell tip[posterior,<10%],flagellar cytoplasm[<10%],nuclear lumen[<10%]"
Tb927.10.8000,flagellum 1,"EF-hand domain pair, putative",Enzyme,flagellum 1,"axoneme[75%],cytoplasm[weak,reticulated]"
Tb927.11.10370,secretory/endocytic 1,glycosyl hydrolase-like protein,Glycans,secretory/endocytic 1,endocytic
Tb927.4.4450,Unknown,adenylyl cyclase,GRESAG,Unknown,Unknown
Tb927.10.13600,Unknown,Cardiolipin-dependent protein 18kDa,Mito.e.transport,Unknown,Unknown
Tb927.2.1860,mitochondrion - matrix 2,RNA-editing substrate binding complex protein RESC9,Mito.RNA,mitochondrion - matrix 2,cytoplasm[weak]
Tb927.5.1790,mitochondrion - matrix 1,"Mitochondrial SSU ribosomal protein, putative",Mito.translation,mitochondrion - matrix 1,cytoplasm[reticulated]
Tb927.9.14120,Unknown,"NLI interacting factor-like phosphatase, putative",RNA.processing,Unknown,cytoplasm[patchy]
Tb11.v5.0623,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.1.1420,cytosol,"conserved protein, Unknown function",ZUnknown,cytosol,cytoplasm[reticulated]
Tb927.10.1970,flagellum 1,"CHAT domain containing protein, putative",ZUnknown,flagellum 1,"paraflagellar rod,cytoplasm"
Tb927.10.2510,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.10.2700,nucleus,predicted WD40 repeat protein,ZUnknown,nucleus,nucleolus[75%]
Tb927.10.2720,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,cytoplasm[reticulated]
Tb927.11.15220,flagellum 1,"hypothetical protein, conserved",ZUnknown,flagellum 1,"axoneme,cytoplasm,nucleoplasm"
Tb927.11.16670,ribonucleoproteins 1,"zinc finger protein, MYND-type, putative",ZUnknown,ribonucleoproteins 1,0
Tb927.11.2860,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,"cytoplasm[50%],flagellar cytoplasm[50%]"
Tb927.11.9850,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.3060,ribonucleoproteins 1,Purine-Responsive Element Binding Protein 2,ZUnknown,ribonucleoproteins 1,"cytoplasm,flagellar cytoplasm[weak]"
Tb927.6.3330,microtubule structures 1,"hypothetical protein, conserved",ZUnknown,microtubule structures 1,hook complex[75%]
Tb927.7.5330,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,antipodal sites
Tb927.8.3210,nucleus,"hypothetical protein, conserved",ZUnknown,nucleus,"cytoplasm,flagellar cytoplasm,nuclear lumen"
Tb927.8.5040,nucleus,"EMG1/NEP1 methyltransferase, putative",ZUnknown,nucleus,nucleolus[75%]
Tb927.8.6900,Unknown,"transport protein particle (TRAPP) component, putative",ZUnknown,Unknown,"endocytic,flagellar pocket[weak]"
